 ENTREE,TITRE,AUTEUR,SERIE,COTE,EDITION,COMMENTAIRES,THEME_OUVRAGE,TYPE_OUVRAGE
2053,"La Campagne de 1814, d apres les documents des Archives imperiales et royales de la guerre a Vienne - Tome 4","WEIL, Maurice Henry (commandant)",H,H 443-13 Weil Thiry ,"Librairie militaire L. Baudouin, Paris, 1896, tome 4 . 503 p.",Tres mauvais etat,Batailles-Campagnes-Histoire,
2059,La solution des enigmes de Waterloo,"LENIENT, E.",H,H 444-03 Lenie Thiry ,"Plon, Nourrit, Paris, 1915, 583 p. ",,Batailles-Campagnes-Histoire,
2070,Napoleon a Austerlitz,"LACHOUQUE, Henry (commandant)",H,H 443-05 Lachou Thiry ,"Guy Victor, 1961, 403 p.",,Batailles-Campagnes-Histoire,
2080,"HOHENLINDEN, avec 8 cartes","PICARD, Ernest",H,H 443-02 Picar Thiry ,"Charles Lavauzelle, Paris, s.d., 409 p.",,Batailles-Campagnes-Histoire,
2089,Journal de la campagne de Waterloo,"MERCER,  Alexandre Cavalie (general)",H,H 444-03 Merce Thiry ,"Plon, Paris, 1933, 269 p.",,Batailles-Campagnes-Histoire,
2102,L Europe et la Restauration des Bourbons (1814 - 1818),"RAIN, Pierre",H,H 445 Rain Thiry  ,"Perrin, Paris, 1908, 497 p.",,Batailles-Campagnes-Histoire,
2103,"Le retour des Bourbons, le regne des emigres (1814 - 1815)","STENGER, Gilbert",H,H 444 steng 1 Thiry ,"Plon, Paris, 1908, 447 p.",,Batailles-Campagnes-Histoire,
2104,"Le retour de l Empereur, du Capitole a la Roche Tarpeienne, l immolation, 1815","STENGER, Gilbert",H,H 444 steng 2 Thiry ,"Plon, Paris, 1910, 458 p.",,Batailles-Campagnes-Histoire,
2107,Scenes et tableaux de la Restauration,"MABILLE, de Poncheville, R.",H,H 445 Ponch Thiry  ,"Gautier Languereau, Paris, 1935, 253 p.",,Batailles-Campagnes-Histoire,
2108,Relation circonstanciee de la Campagne de Russie,"LABAUME, Eugene",H,H 443-11 Labau Thiry  ,"C.L.F. Panckoucke, 1814, 427 p.",,Batailles-Campagnes-Histoire,
2110,Composition du premier Institut d Egypte - Tome 1,"GOBY, Jean-Edouard",H,H 442-02 Goby Thiry  ,"Bulletin de l Institut d Egypte (extraits), pages 345 a 367.",Session 1946-1947,Batailles-Campagnes-Histoire,
2111,Composition du premier Institut d Egypte - Tome 2,"GOBY, Jean-Edouard",H,H 442-02 Goby Thiry  ,"Bulletin de l Institut d Egypte (extraits), pages 81 a 99.",Session 1947-1948,Batailles-Campagnes-Histoire,
2127,"Campagne de Prusse (1806), Prenzlow - Lubeck","FOUCART, Paul Jean (lieutenant-colonel)",H,H 443-06 Fouca Thiry ,"Librairie militaire Berger-Levrault, 1890, 916 p.",D apres les Archives de la Guerre,Batailles-Campagnes-Histoire,
2130,La machine infernale,"THIRY, Jean (baron)",H,H 443-02 Thiry Thiry ,"Berger-Levrault, Paris, 1952, 315 p.",,Batailles-Campagnes-Histoire,
2131,Marengo,"THIRY, Jean (baron)",H,H 443-02 Thiry 2 Thiry ,"Berger-Levrault, Paris, 1949, 316 p.",,Batailles-Campagnes-Histoire,
2132,L aube du Consulat,"THIRY, Jean (baron)",H,H 443 Thiry Thiry ,"Berger-Levrault, Paris, 1948, 297 p.",,Batailles-Campagnes-Histoire,
2133,Le Coup d Etat du 18 Brumaire,"THIRY, Jean (baron)",H,H 443-01 Thiry Thiry ,"Berger-Levrault, Paris, 1947, 277 p.",,Batailles-Campagnes-Histoire,
2134,1814,"HOUSSAYE, Henry",H,H 443-13 Houss Thiry ,"Perrin, Paris, 1928, 653 p.",,Batailles-Campagnes-Histoire,
2135,"Campagne de 1815, ou Relation des operations militaires qui ont eu lieu en France et en Belgique pendant les Cent Jours, ecrite a Sainte-Helene","GOURGAUD, Gaspard (general)",H,H 444-03 Gourg Thiry ,"Mongie Aîne, Paris, 1818, 119 p.",,Batailles-Campagnes-Histoire,
2146,1815  WATERLOO,"HOUSSAYE, Henry",H,H 444-03 Houss Thiry ,"Perrin, Paris, 1912, 566 p.",,Batailles-Campagnes-Histoire,
2151,Manuscrit de Mil huit cent treize - Tome 1,"FAIN, Agathon (baron)",H,H 443-12 Fain Thiry ,"Delaunay, Paris, 1829, tome 1 . 494 p.",,Batailles-Campagnes-Histoire,
2152,Manuscrit de Mil huit cent treize - Tome 2,"FAIN, Agathon (baron)",H,H 443-12 Fain Thiry ,"Delaunay, Paris, 1829, tome 2 . 556 p.",,Batailles-Campagnes-Histoire,
2154,Elaboration de la Charte constitutionnelle de 1814 (1er avril - 4 juin),"SIMON, Pierre",H,H 444 Simon Thiry ,"Edouard Cornely, Paris, 1906, 363 p.",,Batailles-Campagnes-Histoire,
2159,Les otages de Louis XVI et sa famille,PILLET,H,H 440 XXX Thiry,"Pillet, 1814, 152 p.",Auteur anonyme,Batailles-Campagnes-Histoire,
2175,"L Europe apres le Congres d Aix-la-Chapelle, faisant suite au Congres de Vienne","PRADT, M. de (evêque)",H,H 445 Pradt Thiry  ,"F. Bechet Aine, Paris, 1819, 378 p.",,Batailles-Campagnes-Histoire,
2178,Correspondance diplomatique de Joseph de Maistre (1811 - 1817) - Tome 1,"MAISTRE, Joseph de",H,H 446 Maist Thiry ,"Michel Levy Freres, Paris, 1860, tome 1 . 407 p. ",Recueillie et publiee par Albert Blanc,Batailles-Campagnes-Histoire,
2179,Correspondance politique de Joseph de Maistre (1844 - 1847) - Tome 2,"MAISTRE, Joseph de",H,H 446 Maist Thiry ,"Michel Levy Freres, Paris, 1860, tome 2 . 388 p.",Recueillie et publiee par Albert Blanc,Batailles-Campagnes-Histoire,
2184,Histoire de la Restauration - Tome 1,"VIEL-CASTEL, Louis de",H,H 445 Viel Thiry ,"Calmann-Levy, 1878, tome 1 . 504 p.",,Batailles-Campagnes-Histoire,
2185,Histoire de la Restauration - Tome 2,"VIEL-CASTEL, Louis de",H,H 445 Viel Thiry ,"Calmann-Levy, 1878, tome 2 . 512 p.",,Batailles-Campagnes-Histoire,
2186,Histoire de la Restauration - Tome 3,"VIEL-CASTEL, Louis de",H,H 445 Viel Thiry ,"Calmann-Levy, 1861, tome 3 . 555 p.",,Batailles-Campagnes-Histoire,
2187,Histoire de la Restauration - Tome 4,"VIEL-CASTEL, Louis de",H,H 445 Viel Thiry ,"Calmann-Levy, 1861, tome 4 . 612 p.",,Batailles-Campagnes-Histoire,
2188,Histoire du Consulat et de l Empire - 01 - La jeunesse de Bonaparte,"MADELIN, Louis",H,H MAD,"Tallandier, 1974, tome 01 . 347 p. ",,Batailles-Campagnes-Histoire,
2189,Histoire du Consulat et de l Empire - 02 - L ascension de Bonaparte,"MADELIN, Louis",H,H MAD,"Tallandier, 1974, tome 02 . 377 p. ",,Batailles-Campagnes-Histoire,
2190,Histoire du Consulat et de l Empire - 03 - De Brumaire a Marengo,"MADELIN, Louis",H,H MAD,"Tallandier, 1974, tome 03 . 340 p.",,Batailles-Campagnes-Histoire,
2191,Histoire du Consulat et de l Empire - 04 - Le Consulat ,"MADELIN, Louis",H,H MAD,"Tallandier, 1974, tome 04 . 347 p. ",,Batailles-Campagnes-Histoire,
2192,Histoire du Consulat et de l Empire - 05 - L avenement de l Empire ,"MADELIN, Louis",H,H MAD,"Tallandier, 1974, tome 05 . 366 p. ",,Batailles-Campagnes-Histoire,
2193,Histoire du Consulat et de l Empire - 06 - Vers l Empire d Occident (1806 - 1807),"MADELIN, Louis",H,H MAD,"Tallandier, 1974, tome 06 . 355 p. ",,Batailles-Campagnes-Histoire,
2194,Histoire du Consulat et de l Empire - 07 - L affaire d Espagne (1807 - 1809),"MADELIN, Louis",H,H MAD,"Tallandier, 1975, tome 07 . 330 p. ",,Batailles-Campagnes-Histoire,
2195,Histoire du Consulat et de l Empire - 08 - L apogee de l Empire (avril 1809 - avril 1810),"MADELIN, Louis",H,H MAD,"Tallandier, 1975, tome 08 . 297 p.",,Batailles-Campagnes-Histoire,
2196,Histoire du Consulat et de l Empire - 09 - La crise de l Empire,"MADELIN, Louis",H,H MAD,"Tallandier, 1975, tome 09 . 297 p. ",,Batailles-Campagnes-Histoire,
2197,Histoire du Consulat et de l Empire - 10 - L Empire de Napoleon,"MADELIN, Louis",H,H MAD,"Tallandier, 1975, tome 10 . 395 p. ",,Batailles-Campagnes-Histoire,
2198,Histoire du Consulat et de l Empire - 11 - La nation sous l Empereur,"MADELIN, Louis",H,H MAD,"Tallandier, 1975, tome 11 .  471 p. ",,Batailles-Campagnes-Histoire,
2199,Histoire du Consulat et de l Empire - 12 - La catastrophe de Russie,"MADELIN, Louis",H,H MAD,"Tallandier, 1975, tome 12 . 379 p. ",,Batailles-Campagnes-Histoire,
2200,Histoire du Consulat et de l Empire - 13 - L ecroulement du Grand Empire,"MADELIN, Louis",H,H MAD,"Tallandier, 1976, tome 13 . 387 p. ",,Batailles-Campagnes-Histoire,
2201,Histoire du Consulat et de l Empire - 14 - La campagne de France,"MADELIN, Louis",H,H MAD,"Tallandier, 1976, tome 14 . 377 p",,Batailles-Campagnes-Histoire,
2202,Histoire du Consulat et de l Empire - 15 - L interregne napoleonien,"MADELIN, Louis",H,H MAD,"Tallandier, 1976, tome 15 . 375 p.",,Batailles-Campagnes-Histoire,
2203,Histoire du Consulat et de l Empire - 16 - Les Cent-Jours - Waterloo,"MADELIN, Louis",H,H MAD,"Tallandier, 1976, tome 16 . 407 p.",,Batailles-Campagnes-Histoire,
2217,"Les commissaires extraordinaires de Napoleon en 1814, d apres leur correspondance inedite","BENAERTS, Louis",H,H 443-13 Benae Thiry  ,"F. Rieder, 1915, 239 p.",,Batailles-Campagnes-Histoire,
2237,Histoire de la session de 1815,"FIEVEE, Joseph",H,H 445 Fiev Thiry ,"Le Normant, Paris, 1816, 471 p.",,Batailles-Campagnes-Histoire,
2238,Histoire de la session de 1817,"FIEVEE, Joseph",H,H 445 Fiev 2 Thiry ,"Le Normant, Paris, 1818, 338 p.",,Batailles-Campagnes-Histoire,
2239,Histoire de la session de 1820,"FIEVEE, Joseph",H,H 445 Fiev 3 Thiry,"Le Normant, Paris, 1821, 334 p.",,Batailles-Campagnes-Histoire,
2240,"Correspondance politique et administrative, commencee au mois de mai 1814  - Tome 1","FIEVEE, Joseph",H,H 445 Fiev 4 Thiry  ,"Le Normant, Paris, 1815, tome 1 . 118 p.",,Batailles-Campagnes-Histoire,
2241,"Correspondance politique et administrative, commencee au mois de mai 1814  - Tome 2","FIEVEE, Joseph",H,H 445 Fiev 4 Thiry ,"Le Normant, Paris, 1816, tome 2 . 134 p.",,Batailles-Campagnes-Histoire,
2242,"Correspondance politique et administrative, commencee au mois de mai 1814  - Tome 3","FIEVEE, Joseph",H,H 445 Fiev 4 Thiry  ,"Le Normant, Paris, 1817, tome 3 . 128 p.",,Batailles-Campagnes-Histoire,
2243,"Correspondance politique et administrative, commencee au mois de mai 1814  - Tome 4","FIEVEE, Joseph",H,H 445 Fiev 4 Thiry ,"Le Normant, Paris, 1818, tome 4 . 124 p.",,Batailles-Campagnes-Histoire,
2244,"Correspondance politique et administrative, commencee au mois de mai 1814  - Tome 5","FIEVEE, Joseph",H,H 445 Fiev 4 Thiry   ,"Le Normant, Paris, 1818, tome 5 . 125 p.",,Batailles-Campagnes-Histoire,
2253,Cadoudal et les Chouans,"LACHOUQUE, Henry (commandant); ARNNA, Jacques",H,H 443-03 Lachou Thiry  ,"Amiot Dumont, Paris, 1951, 299 p.",,Batailles-Campagnes-Histoire,
2255,La manœuvre de Wagram,CAMON (general),H,H 443-09 Camon Thiry ,"Berger Levrault, Paris, 1926, 80 p.",Mauvais etat,Batailles-Campagnes-Histoire,
2260,Les annees de jeunesse de Napoleon Bonaparte,"THIRY, Jean (baron)",H,H 1 Thir,"Berger-Levrault, 1975, 297 p.",,Batailles-Campagnes-Histoire,
2261,Bonaparte en Italie,"THIRY, Jean (baron)",H,H 2 Thir ,"Berger-Levrault, 1973, 734 p.",,Batailles-Campagnes-Histoire,
2262,Le Concordat et le Consulat a vie,"THIRY, Jean (baron)",H,H 442-02 Thir Thiry ,"Berger Levrault, Paris, 1956, 313 p.",,Batailles-Campagnes-Histoire,
2263,L avenement de Napoleon,"THIRY, Jean (baron)",H,H 443-03 Thir Thiry ,"Berger Levrault, Paris, 1959, 303 p.",,Batailles-Campagnes-Histoire,
2264,"Bonaparte en Egypte, 1797 - 1799","THIRY, Jean (baron)",H,H 443-02 Thir Thiry ,"Berger Levrault, Paris, 1973, 465 p.",,Batailles-Campagnes-Histoire,
2265,Lutzen et Bautzen,"THIRY, Jean (baron)",H,H 443-12 Thir 1 Thiry ,"Berger Levrault, Paris, 1971, 315 p.",,Batailles-Campagnes-Histoire,
2266,Leipzig,"THIRY, Jean (baron)",H,H 443-12 Thir 2 Thiry ,"Berger Levrault, Paris, 1972, 267 p.",,Batailles-Campagnes-Histoire,
2267,La Campagne de Russie,"THIRY, Jean (baron)",H,H 443-11 Thir Thiry ,"Berger Levrault, Paris, 1969, 373 p.",,Batailles-Campagnes-Histoire,
2268,La Guerre d Espagne,"THIRY, Jean (baron)",H,H 443-08 Thir Thiry,"Berger Levrault, Paris, 1965, 353 p.",,Batailles-Campagnes-Histoire,
2269,Ulm - Austerlitz - Trafalgar,"THIRY, Jean (baron)",H,H 443-05 Thir Thiry ,"Berger Levrault, Paris, 1962, 392 p.",,Batailles-Campagnes-Histoire,
2270,Iena,"THIRY, Jean (baron)",H,H 443-06  Thir Thiry ,"Berger Levrault, Paris, 1964, 325 p.",,Batailles-Campagnes-Histoire,
2271,Eylau - Friedland - Tilsit,"THIRY, Jean (baron)",H,H 443-07 Thir Thiry ,"Berger Levrault, Paris, 1964, 279 p.",,Batailles-Campagnes-Histoire,
2272,Wagram,"THIRY, Jean (baron)",H,H 443-09 Thir Thiry ,"Berger Levrault, Paris, 1966, 305 p.",,Batailles-Campagnes-Histoire,
2273,L Empire triomphant,"THIRY, Jean (baron)",H,H 443-10 Thir Thiry ,"Berger Levrault, Paris, 1967, 285 p.",,Batailles-Campagnes-Histoire,
2275,"La Premiere Restauration, le gouvernement de Louis XVIII, l île d Elbe, le Congres de Vienne","THIRY, Jean (baron)",H,H 444 Thir Thiry ,"Berger Levrault, Paris, 1943, 395 p.",Tres mauvais etat,Batailles-Campagnes-Histoire,
2276,La premiere abdication de Napoleon,"THIRY, Jean (baron)",H,H 443-13 Thir Thiry ,"Berger Levrault, Paris, 1948, 359 p.",,Batailles-Campagnes-Histoire,
2277,La chute de Napoleon - Tome 1 . La campagne de France,"THIRY, Jean (baron)",H,H 443-13 Thir 2 Thiry ,"Berger Levrault, Paris, 1938, tome 1 . 399 p.",,Batailles-Campagnes-Histoire,
2278,La chute de Napoleon - Tome 2 . La premiere abdication,"THIRY, Jean (baron)",H,H 443-13 Thir 2 Thiry ,"Berger Levrault, Paris, 1939, tome 2 . 372 p.",,Batailles-Campagnes-Histoire,
2279,Le Vol de l Aigle,"THIRY, Jean (baron)",H,H 444-02 Thir Thiry ,"Berger Levrault, Paris, 1942, 343 p.",,Batailles-Campagnes-Histoire,
2280,Les Cent-Jours,"THIRY, Jean (baron)",H,H 444-02 Thir 2 Thiry ,"Berger Levrault, Paris, 1943, 421 p.",Mauvais etat de la couverture,Batailles-Campagnes-Histoire,
2281,Waterloo,"THIRY, Jean (baron)",H,H 444-03 Thir Thiry ,"Berger Levrault, Paris, 1947, 327 p.",,Batailles-Campagnes-Histoire,
2282,La seconde abdication de Napoleon 1er ,"THIRY, Jean (baron)",H,H 444-03 Thir 2 Thiry,"Berger Levrault, Paris, 1945, 295 p.",Mauvais etat,Batailles-Campagnes-Histoire,
2283,Les debuts de la Seconde Restauration,"THIRY, Jean (baron)",H,H 445 Thir Thiry,"Berger Levrault, Paris, 1947, 299 p.",,Batailles-Campagnes-Histoire,
2289,Itineraire de l Empereur Napoleon pendant la Campagne de 1812,DENNIEE  (baron),H,H 443-11 Denni Thiry ,"Paulin, 1842, 212 p.",,Batailles-Campagnes-Histoire,
2290,"Les adieux de Malmaison, 29 juin 1815","BOURGUIGNON, Jean",H,H 444-03 Bourg Thiry ,"Lechevalier, Paris, 1930, 47 p.",,Batailles-Campagnes-Histoire,
2292,Memoires sur les Cent Jours en forme de lettres,"CONSTANT, Benjamin",H,H 444-02 Const Thiry ,"Pichon et Didier, Paris, 1829, 196 p.",Tres mauvais etat,Batailles-Campagnes-Histoire,
2300,Souvenirs d un officier de gendarmerie sous la Restauration,"COURSON , Aurelien de (vicomte)",H,H 445 Cours Thiry ,"Plon, Paris, 1914, 312 p.",Souvenirs de J.F. La Roche,Batailles-Campagnes-Histoire,
2301,Bonaparte et les Bourbons - Relations secretes des agents de Louis XVIII sous le Consulat (1802 - 1803),REMACLE (comte),H,H 443 Remac Thiry ,"Plon-Nourrit, Paris, 1899, 472 p.",,Batailles-Campagnes-Histoire,
2303,La chute de Napoleon 1er et la crise française de 1814 - 1815,"PONTEIL, Felix",H,H 444 Ponte Thiry ,"Aubier editions Montaigne, Paris, 1943, 350 p.",,Batailles-Campagnes-Histoire,
2305,Histoire de la campagne de Waterloo,CHARRAS (lieutenant-colonel),H,H 444-03 Charr Thiry ,"Le Chevalier, Paris, 1869, tome 1 . 415 p.",,Batailles-Campagnes-Histoire,
2306,Histoire de la campagne de Waterloo,CHARRAS (lieutenant-colonel),H,H 444-03 Charr Thiry ,"Le Chevalier, Paris, 1869, tome 2 . 405 p.",,Batailles-Campagnes-Histoire,
2307,"Atlas special, Campagne de Waterloo",CHARRAS (lieutenant-colonel),H,H 444-03 Charr 2 Thiry ,"Le Chevalier, Paris, 1869, 43 p.",,Batailles-Campagnes-Histoire,
2321,Iena et la campagne de 1806,"HOUSSAYE, Henry",H,H 443-06 Houss Thiry ,"Perrin, Paris 1912, 274 p.",,Batailles-Campagnes-Histoire,
2328,"Bautzen, la poursuite jusqu a l armistice, 22 mai - 4 juin 1813",FOUCART (lieutenant-colonel),H,H 443-12 Fouca Thiry ,"Berber Levrault, Paris, 1901, 375 p.",,Batailles-Campagnes-Histoire,
2329,"La terreur blanche, episodes et souvenirs de la reaction dans le Midi en 1815","DAUDET, Ernest",H,H 445 Daude Thiry ,"Quantin, Paris, 1878, 405 p.",,Batailles-Campagnes-Histoire,
2330,"Terres heroïques de Waterloo, champs de bataille 1815","LACHOUQUE, Henry (commandant)",H,H 444-03 Lachou Thiry ,"Andre Bonne, Paris, 1953, 96 p ",,Batailles-Campagnes-Histoire,
2331,"Les Cent Jours, essai sur l histoire interieure de la France","LE GALLO, Emile",H,H 444-02 Gallo Thiry  ,"Felix Alcan, Paris, 1924, 534 p.",,Batailles-Campagnes-Histoire,
2358,"L Expedition d Egypte, 1798 - 1801 - Tome 1",JONQUIERE de la (comte),H,H 442-02 Jonqu Thiry ,"Charles–Lavauzelle, s.d., tome 1 . 675 p. ",Mauvais etat,Batailles-Campagnes-Histoire,
2359,"L Expedition d Egypte, 1798 - 1801 - Tome 2",JONQUIERE de la (comte),H,H 442-02 Jonqu Thiry ,"Charles–Lavauzelle, s.d., tome 2 . 632 p.",,Batailles-Campagnes-Histoire,
2360,"L Expedition d Egypte, 1798 - 1801 - Tome 3",JONQUIERE de la (comte),H,H 442-02 Jonqu Thiry ,"Charles–Lavauzelle, s.d., tome 3 . 720p.",,Batailles-Campagnes-Histoire,
2361,"L Expedition d Egypte, 1798 - 1801 - Tome 4",JONQUIERE de la (comte),H,H 442-02 Jonqu Thiry ,"Charles–Lavauzelle, s.d.,  tome 4 . 688 p.",Mauvais etat,Batailles-Campagnes-Histoire,
2362,"L Expedition d Egypte, 1798 - 1801 - Tome 5",JONQUIERE de la (comte),H,H 442-02 Jonqu Thiry ,"Charles –Lavauzelle, s.d., tome 5 . 692 p.",,Batailles-Campagnes-Histoire,
2368,"Les dessous du Congres de Vienne, d apres les documents originaux des Archives du ministere imperial et royal de l interieur a Vienne - Tome 1","WEIL, Maurice Henry (commandant)",H,H 444-04 Weil Thiry ,"Payot, Paris, 1917, tome 1 . 870 P.",,Batailles-Campagnes-Histoire,
2369,"Les dessous du Congres de Vienne, d apres les documents originaux des Archives du ministere imperial et royal de l interieur a Vienne - Tome 2","WEIL, Maurice Henry (commandant)",H,H 444-04 Weil Thiry ,"Payot, Paris, 1917, tome 2 . 782 p.",Tres mauvais etat,Batailles-Campagnes-Histoire,
2419,"1815, la Premiere Restauration, le retour de l île d Elbe, les Cent-Jours","HOUSSAYE, Henry",H,H 444 Houss Thiry,"Perrin, Paris, 1933, 642 p.",,Batailles-Campagnes-Histoire,
2420,Histoire de la Campagne de 1815,"QUINET, Edgar",H,H 444-03 Quine Thiry,"Hachette, Paris, 1903, 465 p.",,Batailles-Campagnes-Histoire,
2447,"Le Consulat et l Empire, ou Histoire de la France et de Napoleon Bonaparte - Tome 1 ","THIBAUDEAU,  Antoine Claire",H,H 443 Thiba Thiry ,"Jules Renouard, 1835, tome 1 . 446 p.",,Batailles-Campagnes-Histoire,
2448,"Le Consulat et l Empire, ou Histoire de la France et de Napoleon Bonaparte - Tome 2","THIBAUDEAU,  Antoine Claire",H,H 443 Thiba Thiry ,"Jules Renouard, 1835, tome 2 . 511 p.",,Batailles-Campagnes-Histoire,
2449,"Le Consulat et l Empire, ou Histoire de la France et de Napoleon Bonaparte - Tome 3","THIBAUDEAU,  Antoine Claire",H,H 443 Thiba Thiry ,"Jules Renouard, 1835, tome 3 . 584 p.",,Batailles-Campagnes-Histoire,
2450,"Le Consulat et l Empire, ou Histoire de la France et de Napoleon Bonaparte - Tome 4","THIBAUDEAU,  Antoine Claire",H,H 443 Thiba Thiry ,"Jules Renouard, 1834, tome 4 . 535 p.",,Batailles-Campagnes-Histoire,
2451,"Le Consulat et l Empire, ou Histoire de la France et de Napoleon Bonaparte - Tome 5","THIBAUDEAU,  Antoine Claire",H,H 443 Thiba Thiry ,"Jules Renouard, 1834, tome 5 . 592 p.",,Batailles-Campagnes-Histoire,
2452,"Le Consulat et l Empire, ou Histoire de la France et de Napoleon Bonaparte - Tome 6","THIBAUDEAU,  Antoine Claire",H,H 443 Thiba Thiry ,"Jules Renouard, 1835, tome 6 . 576 p.",,Batailles-Campagnes-Histoire,
2453,"Le Consulat et l Empire, ou Histoire de la France et de Napoleon Bonaparte - Tome 7","THIBAUDEAU,  Antoine Claire",H,H 443 Thiba Thiry ,"Jules Renouard, 1835, tome 7 . 624 p.",,Batailles-Campagnes-Histoire,
2454,"Le Consulat et l Empire, ou Histoire de la France et de Napoleon Bonaparte - Tome 8","THIBAUDEAU,  Antoine Claire",H,H 443 Thiba Thiry ,"Jules Renouard, 1835, tome 8 . 574 p.",,Batailles-Campagnes-Histoire,
2455,"Le Consulat et l Empire, ou Histoire de la France et de Napoleon Bonaparte - Tome 9","THIBAUDEAU,  Antoine Claire",H,H 443 Thiba Thiry ,"Jules Renouard, 1835, tome 9 . 664 p.",,Batailles-Campagnes-Histoire,
2456,"Le Consulat et l Empire, ou Histoire de la France et de Napoleon Bonaparte - Tome 10","THIBAUDEAU,  Antoine Claire",H,H 443 Thiba Thiry ,"Jules Renouard, 1835, tome 10 . 562 p.",,Batailles-Campagnes-Histoire,
2457,Une annee de la vie de l Empereur Napoleon (avril 1814 - mars 1815),A. D. B. M. (lieutenant de grenadiers),H,H 444 Lt-gren. Thiry ,"Eymery, Delaunay et Pellicier, Paris, 1815, 204 p.",,Batailles-Campagnes-Histoire,
2466,Atlas de l histoire du Consulat et de l Empire,"THIERS, Adolphe",H,H 443 Thier-atl Thiry ,"Paulin, lheureux et Cie, 1859, 66 cartes.",Se trouve au dessus du meuble,Batailles-Campagnes-Histoire,
2467,Atlas pour servir a l intelligence des campagnes de la Revolution française,"THIERS, Adolphe",H,H 441 Thier-atl Thiry ,"Furne, Jouvet, 32 cartes.",Se trouve au dessus du meuble,Batailles-Campagnes-Histoire,
